87686,14,0,1,3,0,0,13,0,0
87686,27693,2443,2741,11212,2441,1,22201,5,20
87686,66092,6214,6504,26448,6209,5,52564,11,38
87686,104887,9918,10265,41059,9912,6,81991,15,113
87686,142072,13049,13998,56150,13039,9,112312,20,113
87686,177597,16422,17557,70469,16410,12,140905,27,113
87686,211599,19837,20941,84110,19825,12,168108,33,113
87686,243382,22986,24167,96754,22974,12,193510,36,114
87686,280611,26300,27435,109859,26288,12,219818,41,270
87686,316468,29721,30847,123311,29709,12,246802,46,337
87686,358309,33910,34994,139769,33896,14,279845,49,361
87686,394298,37407,38432,153666,37392,14,307844,54,396
87686,436735,41482,42508,170362,41466,16,341281,61,437
87686,478277,45622,46573,186652,45605,17,373808,65,458
87686,511497,48881,49760,200000,48859,22,400298,70,464
87686,547163,52469,53458,214261,52444,23,428678,72,464
87686,584001,56253,57155,228933,56226,26,458035,77,464
87686,617623,59590,60543,242339,59563,26,484932,80,464
87686,656724,63403,64443,257979,63373,30,516320,87,464
87686,698703,67570,68597,274848,67540,30,549978,89,464
87686,740904,71713,72796,291712,71683,30,583837,94,464
87686,772415,74758,75946,304427,74726,30,609153,97,464
87686,809732,78503,79588,319301,78473,30,639083,98,464
87686,847086,82246,83282,334334,82216,30,669000,101,464
87686,884806,85991,87024,349282,85952,39,698730,107,484
87686,923459,89675,90719,363895,89634,41,728103,112,556
87686,959347,93181,94117,377295,93140,41,755112,115,632
87686,988810,95940,96872,388585,95899,41,777927,118,690
87686,1023904,99131,100114,401706,99090,41,804356,120,782
87686,1059186,102429,103370,414730,102388,41,830160,125,886
87686,1094129,105686,106661,427833,105642,42,856522,129,970
87686,1128266,108946,109851,440953,108902,44,882675,135,1047
87686,1161474,112040,112982,453181,111994,45,907336,139,1132
87686,1192337,114859,115735,464269,114813,46,929509,144,1264
87686,1227288,117840,118612,476214,117794,46,953407,146,1464
87686,1261707,120644,121433,487316,120594,50,975729,150,1716
87686,1296033,123420,124308,498569,123370,50,998181,153,1993
87686,1327993,126167,127176,509909,126116,50,1020857,155,2145
87686,1361064,128943,129916,520837,128893,50,1042565,155,2387
87686,1398388,132113,133128,533948,132062,51,1068621,160,2565
87686,1440254,135646,136710,548562,135594,52,1097866,166,2783
87686,1482550,139445,140419,563764,139393,52,1128082,168,2962
87686,1522234,142995,144041,578118,142940,53,1156792,171,3107
87686,1557263,146370,147389,591974,146317,53,1184184,172,3150
87686,1590963,149487,150518,604555,149433,54,1209390,176,3252
87686,1627873,152889,153986,618226,152834,55,1236749,178,3351
87686,1664444,156468,157667,632769,156412,56,1265798,182,3363
87686,1700477,160118,161305,647083,160062,56,1294509,187,3364
87686,1738406,163893,165061,662204,163836,57,1324494,191,3380
87686,1776924,167400,168617,676354,167339,59,1352789,197,3505
87686,1814292,171011,172177,690515,170952,59,1381104,198,3580
87686,1854555,174761,175864,705833,174701,59,1411547,200,3661
87686,1893661,178370,179520,720732,178311,59,1441383,202,3731
87686,1935454,182186,183361,736053,182125,60,1472039,209,3849
87686,1978431,186182,187241,751778,186120,62,1503639,215,3966
87686,2018976,190070,191145,767876,190006,63,1535627,219,3996
87686,2060472,194174,195234,784310,194110,63,1568336,220,4014
87686,2101373,198185,199346,800839,198118,67,1601114,226,4014
87686,2138811,201837,203209,815830,201770,67,1631037,230,4014
87686,2180013,205910,207350,832252,205841,67,1664025,236,4014
87686,2218223,209658,211228,847472,209589,68,1694609,238,4014
