42618,14,0,1,4,0,0,12,0,0
42618,29008,2732,2808,11287,2731,1,22509,3,33
42618,62848,5988,5976,24438,5984,3,48935,9,73
42618,162155,15701,15652,63221,15691,10,126303,20,168
42618,256333,25049,24991,100038,25035,14,200293,28,238
42618,359111,35284,35259,141246,35268,15,282568,38,238
42618,466249,45656,45649,182923,45639,17,365324,42,410
42618,572912,55869,55560,223075,55852,17,445990,51,648
42618,675810,66099,65616,264095,66081,18,527812,59,680
42618,790183,77098,76750,308467,77078,20,616687,73,825
42618,900240,87854,87493,351933,87831,23,703581,87,897
42618,1019842,99379,99073,397945,99353,26,795771,102,1084
42618,1136370,110264,110130,442202,110233,29,884157,113,1339
42618,1215832,117870,117809,473043,117834,35,945656,118,1467
42618,1324350,128587,128444,515544,128545,42,1031019,124,1538
42618,1446812,140555,140216,562812,140509,46,1126019,133,1679
42618,1571937,152850,152777,612623,152800,50,1225218,149,1727
42618,1633703,159040,158927,637270,158987,53,1274644,158,1727
42618,1732029,168734,168681,676618,168679,55,1353522,169,1727
42618,1863613,181898,181888,729143,181834,63,1458735,188,1727
42618,1993248,194969,194870,780890,194905,64,1562317,200,1727
42618,2113264,206741,206555,827836,206677,69,1655855,210,1847
42618,2169565,212142,211990,849663,212071,71,1699499,215,1922
42618,2278745,222524,222256,891306,222447,77,1782964,232,2115
42618,2389392,233038,232664,933201,232955,83,1866317,245,2367
42618,2523102,246308,245900,986313,246222,85,1971929,255,2429
42618,2656185,259252,258880,1038100,259163,89,2075205,270,2592
42618,2716961,265174,264993,1061907,265082,91,2122742,274,2637
42618,2829664,276385,276130,1106977,276294,91,2212494,286,2659
42618,2967363,290075,289895,1162070,289981,94,2322738,294,2659
42618,3100890,303226,302981,1214992,303129,98,2428156,306,2722
42618,3206152,313402,313124,1255466,313300,102,2508875,316,2887
42618,3333844,326025,325849,1306124,325921,104,2610005,327,2927
42618,3460896,338697,338289,1356292,338589,108,2710148,343,2994
42618,3577470,350046,349806,1402956,349932,114,2803264,360,3020
42618,3600427,352177,352129,1412203,352063,114,2821767,361,3020
42618,3720369,364040,363960,1459768,363923,117,2916775,371,3057
42618,3852599,376967,377039,1513043,376843,124,3022776,387,3068
42618,3985448,390075,390411,1566241,389944,131,3129145,402,3068
42618,4113142,402360,403017,1615843,402227,131,3228769,410,3200
42618,4231863,413861,414858,1662417,413728,133,3322553,423,3260
42618,4306747,421377,422228,1692225,421240,137,3382551,433,3260
42618,4430487,433661,434462,1741718,433513,148,3481773,450,3260
42618,4492630,439859,440673,1766683,439709,150,3531507,453,3260
42618,4623433,452693,453635,1819241,452540,153,3636514,464,3260
42618,4759068,466140,467233,1873576,465987,153,3744927,469,3265
42618,4894777,479632,480838,1928003,479476,156,3853539,482,3265
42618,5035023,493633,494881,1984382,493473,160,3965741,492,3265
42618,5172393,507471,508339,2039479,507306,165,4075815,518,3265
42618,5298839,519996,520892,2090085,519829,167,4177183,531,3265
42618,5364256,526470,527485,2116024,526301,168,4229533,534,3265
42618,5486200,538805,539851,2164610,538633,172,4326776,552,3265
42618,5512655,541395,542457,2175300,541223,172,4348035,553,3265
42618,5575284,547484,548768,2200584,547311,174,4398276,557,3265
42618,5703291,559987,561692,2251646,559796,187,4500844,571,3265
42618,5830366,572303,574538,2302799,572110,192,4602757,585,3265
42618,5958793,584857,587469,2354235,584659,198,4705699,601,3265
42618,6087303,597270,600481,2405808,597069,201,4808784,617,3265
42618,6220504,610117,613661,2458525,609916,201,4914210,623,3344
42618,6359027,623452,627629,2514242,623246,206,5025430,638,3344
42618,6432295,630452,634946,2543459,630243,208,5084381,649,3344
42618,6572388,643835,648655,2598518,643616,219,5194907,661,3431
42618,6638554,650085,655238,2625038,649866,219,5247759,668,3452
42618,6655274,651803,656946,2631694,651582,221,5261053,670,3452
42618,6787410,664867,670018,2683668,664636,231,5365172,685,3528
42618,6927400,678619,683716,2738459,678387,232,5475049,698,3651
