57593,12,1,1,1,1,0,2,0,1
57593,27738,2562,2694,10384,2560,2,20877,5,75
57593,66013,6254,6368,25278,6250,4,50530,11,128
57593,168397,15960,16349,64927,15947,13,129525,21,275
57593,258605,24938,25350,100813,24924,14,201056,26,301
57593,360799,35123,35549,141723,35108,15,282866,34,301
57593,470315,45867,46314,185721,45843,24,370474,51,316
57593,576962,56135,57029,228272,56111,24,455534,52,349
57593,675839,66082,66732,267024,66057,25,533126,63,421
57593,790023,77208,78047,312180,77176,32,623613,75,475
57593,895100,87522,88367,353542,87485,36,706461,85,542
57593,1018192,99564,100946,402831,99525,38,804932,97,542
57593,1142138,111140,113357,452803,111088,51,904891,119,542
57593,1230959,119682,122232,488464,119627,55,976295,127,542
57593,1317322,128306,130828,522544,128247,59,1044704,137,570
57593,1440656,140342,142582,570060,140275,67,1139555,157,765
57593,1564871,152439,154583,618848,152365,74,1236744,177,865
57593,1640285,159933,162012,648527,159855,77,1296208,186,900
57593,1721467,168085,170182,681184,168008,77,1361068,189,900
57593,1847144,180682,182985,731566,180595,87,1461345,209,900
57593,1978617,193736,195920,783426,193645,90,1564960,216,973
57593,2105125,205857,207907,832159,205762,95,1662143,224,1205
57593,2165418,211657,213655,855026,211559,98,1707802,232,1311
57593,2265505,221250,223162,893596,221150,99,1784695,242,1460
57593,2368499,231225,233141,933683,231125,100,1864526,246,1599
57593,2499590,244203,246107,985753,244100,103,1968137,257,1666
57593,2631014,257120,258894,1037881,257012,108,2072035,268,1736
57593,2704209,264374,266188,1067070,264263,111,2130682,274,1736
57593,2805839,274481,276069,1107387,274369,112,2210115,278,1820
57593,2943098,288063,289638,1161476,287948,113,2318515,289,1885
57593,3083855,301840,303257,1216257,301724,116,2427948,306,2037
57593,3189909,311947,313511,1257073,311828,119,2509737,317,2205
57593,3322185,325046,326375,1309109,324927,119,2613660,329,2306
57593,3439526,336425,337905,1354687,336299,126,2704875,338,2440
57593,3549430,347323,348708,1397813,347190,132,2791246,351,2524
57593,3592376,351425,352858,1413940,351292,132,2824054,353,2598
57593,3687822,360740,362229,1451979,360605,135,2899979,361,2633
57593,3820369,373809,375300,1504409,373670,139,3005075,376,2680
57593,3956467,387111,388329,1557182,386969,142,3110656,390,2864
57593,4092479,400488,401615,1610860,400340,147,3218128,407,2940
57593,4221222,413044,414100,1660977,412893,151,3318244,417,3077
57593,4293725,420420,421339,1689915,420268,152,3376132,427,3077
57593,4431447,434252,435081,1744949,434098,153,3486083,437,3087
57593,4484690,439510,440240,1765869,439353,157,3527951,443,3128
57593,4611541,452003,452914,1816259,451844,159,3629635,459,3128
57593,4748485,465757,466527,1871069,465593,163,3739212,469,3128
57593,4879143,478827,479615,1923324,478661,165,3843712,482,3128
57593,5016204,492519,493360,1978198,492347,172,3953336,503,3128
57593,5149848,505907,506727,2031652,505732,175,4060225,516,3128
57593,5276265,518774,519264,2082146,518592,181,4161238,525,3128
57593,5339364,525207,525647,2107078,525026,181,4211521,533,3128
57593,5455923,536872,537020,2152626,536687,184,4303025,543,3210
57593,5504168,541432,541556,2171020,541248,184,4339929,544,3298
57593,5546106,545484,545686,2187432,545299,185,4372603,548,3336
57593,5664358,557029,557348,2233527,556838,191,4465479,560,3411
57593,5788130,568876,569374,2282218,568681,194,4562314,572,3559
57593,5914334,580977,581549,2330910,580778,199,4659366,582,3755
57593,6040309,593298,593912,2380694,593098,200,4759055,596,3818
57593,6166785,605422,606049,2429299,605221,201,4855791,604,4065
57593,6302700,618569,619210,2482288,618359,210,4961386,620,4217
57593,6373313,625480,626011,2509586,625267,212,5016288,638,4300
57593,6513127,638807,639053,2562227,638592,215,5121654,647,4603
57593,6586753,645876,646000,2590043,645657,219,5177376,661,4778
57593,6609023,647945,648172,2598470,647725,219,5194158,661,4821
57593,6741688,660947,660904,2650202,660718,229,5297468,677,4968
57593,6880510,674588,674296,2703983,674358,230,5405517,688,5101
57593,7011173,687572,686986,2755925,687338,234,5509184,698,5150
57593,7139238,699912,699546,2805790,699676,236,5608653,710,5296
57593,7269965,712930,712537,2857769,712689,241,5712513,724,5329
57593,7405066,725941,725537,2909392,725695,244,5816161,735,5602
57593,7474848,732692,732329,2936469,732446,246,5870401,738,5696
57593,7612242,746014,745755,2989755,745761,253,5977035,755,5857
57593,7680448,752594,752370,3016495,752338,256,6030366,764,5911
57593,7695958,754095,753948,3022761,753838,257,6042797,765,5911
57593,7834713,767739,767469,3077154,767478,260,6151741,781,6028
57593,7971225,781226,780910,3130553,780960,266,6258447,794,6142
57593,8105998,794462,794210,3184034,794192,270,6365507,806,6189
